,username,accident_id,created_at,text,len,source
40,muftimenk,1447262204366135296,2021-10-10 18:06:13+00:00,"Don't stay long where you don't belong. When people are engaged in gossip, backbiting etc plan your move. Learn when to leave. It's wisdom. Save yourself from the unnecessary chatter which is not only an absolute waste of time &amp; sinful but will also eat away at your good deeds.",282,Twitter for Android
41,muftimenk,1447063792244887553,2021-10-10 04:57:47+00:00,"The Almighty doesn’t promise us an easy ride; a life with no scars. When we experience life’s challenges, we will be changed. The more trust we have in Him, the stronger our faith, the better life becomes. The decision is ours to make. Let’s not short-change ourselves.",269,Twitter for Android
42,muftimenk,1446929388985929728,2021-10-09 20:03:43+00:00,"Stop revisiting your past. It no longer exists. It doesn’t define you. It’s a good reminder but don’t allow it to hinder your future. As long as it woke you up from your slumber and you’re trying to fix things for the better, that’s good enough. The Almighty sees your efforts.",277,Twitter for Android
43,muftimenk,1446830764570685447,2021-10-09 13:31:49+00:00,"Don’t be afraid to say no. If you can’t do something, say it. If you can’t fit it to your schedule, say no. You can’t do what you’re supposed to do to the best of your ability if you’re overwhelmed. Stop trying to please everyone. Your well-being matters as well.",263,Twitter for Android
44,muftimenk,1446706809234919424,2021-10-09 05:19:16+00:00,"Let’s face it. Many love to vent. They feel like venting to others takes a load off their chest and makes them feel better. Learn how to heal without venting to everyone. Turn to the Almighty for all your needs. After all, He’s the only One who knows everything about you.",272,Twitter for Android
45,muftimenk,1446556478811230208,2021-10-08 19:21:54+00:00,Almighty. Help us think of death often and the fact that we will all be returning to You. Help us realise that it could happen anytime. Take us only when You are totally pleased with us. In the mean time help us prepare well for that long-awaited meeting with You. Aameen,271,Twitter for Android
46,muftimenk,1446396052332945412,2021-10-08 08:44:26+00:00,"Be mindful who you allow on your boat. The wrong people could do untold damage to the whole boat, even causing it to capsize. Steer clear of those who love to gossip &amp; spread lies. Don’t bring them on board. Keep your circle small. Choose only the ones you can trust.",271,Twitter for Android
47,muftimenk,1446319792676171777,2021-10-08 03:41:24+00:00,Quit overthinking. It will rob you of your peace and sleep. You’ll end up miserable and frustrated with life. Don’t do this to yourself. Keep praying and asking the Almighty to ease your affairs and leave things to Him. Trust that He will grant you the best outcome.,266,Twitter for Android
48,muftimenk,1446141297333506048,2021-10-07 15:52:07+00:00,"Don’t judge. Be kind. Many are struggling with so many life issues, aggravated by the pandemic. Yet they carry on as if everything is normal in their lives. They may be your friends or even family members. You never know the private, silent battles they’re going through.",271,Twitter for Android
49,muftimenk,1445863712703725575,2021-10-06 21:29:06+00:00,"When you have a strong connection with your Creator, even your “bad days” are blessed days. You take everything in your stride, you’re not fretting because you know that He knows and He always has your back. So you go through life with a heart full of faith, one step at a time.",278,Twitter for Android
50,muftimenk,1445694177224712197,2021-10-06 10:15:26+00:00,"Be kind and good-hearted wherever life takes you. It's not your job to change someone. You can lead by example and show them the best behaviour, but remember, at the end of the day, guidance comes from the Almighty. Your job is to spread love and goodness. Pray for them.",271,Twitter for Android
51,muftimenk,1445469661680705537,2021-10-05 19:23:17+00:00,"The Almighty doesn’t close one door without opening another one with bigger and better things eventually. You have to trust Him. Every disappointment is an opportunity for something greater; and remember He not only opens doors, He closes them as well.",252,Twitter for Android
52,muftimenk,1445205631372349441,2021-10-05 01:54:07+00:00,"You’ll be at peace when you find the strength to trust the Almighty unequivocally. Remember, He’s perfect in all ways. Trust His directions for your journey. Keep moving ahead, even when the going gets tough. Nothing good comes easy!",233,Twitter for Android
53,muftimenk,1445143245005238275,2021-10-04 21:46:13+00:00,Say Bismillah @WhatsApp,23,Twitter for Android
54,muftimenk,1444985896193994752,2021-10-04 11:20:58+00:00,"When you trust the Almighty, there’s no worry. Worry &amp; worship don’t go together. Worry is a powerful tool used by Satan to deny us of what our Lord has planned for us. He will plant all sorts of ideas in our head. Do not let Satan get the upper hand. Be on guard. Stay vigilant.",283,Twitter for Android
55,muftimenk,1444890657114501122,2021-10-04 05:02:32+00:00,"Even when they treat you badly, keep a good attitude. Even when things are not going your way, keep a positive outlook. Remember, the Almighty is watching all that you do. His tests are meant to strengthen you and allow you to grow. Do your best and He will elevate your status.",278,Twitter for Android
56,muftimenk,1444786655152443396,2021-10-03 22:09:16+00:00,The Almighty has planned every single detail for us. It’s special &amp; unique to each one. He may guide you to something that doesn’t make sense to others. Don’t copy what others are doing. Do what works for you &amp; for your life. Don’t ever feel bad or ashamed of your journey.,281,Twitter for Android
57,muftimenk,1444519995636166657,2021-10-03 04:29:39+00:00,"Unfortunately there are no short cuts in this journey called life. The long road can be difficult but you need to develop endurance, resilience, strength &amp; experience. The Almighty is aware of what you do. He has promised it will all be worth it in the end.",261,Twitter for Android
58,muftimenk,1444405424019681289,2021-10-02 20:54:23+00:00,"Be careful what you say. Don’t let your words wound people’s hearts. Be selective in your choice. Use words that encourage, empower and motivate. Use your words to invest in all that’s good. We need that now more than ever. Keep negativity far away.",249,Twitter for Android
59,muftimenk,1444213329065660419,2021-10-02 08:11:04+00:00,"Don’t attach yourself to that which is temporary. Do your best in everything but remember that the goal should always be to please the Almighty. Seek His help to purify your intent. As long as the link with Him is good, any hurdle along the way will become a lot easier to handle.",280,Twitter for Android
60,muftimenk,1443990353804136457,2021-10-01 17:25:03+00:00,"At times, your worst enemy could be your own memory. Stop thinking of things that happened in the past. As long as you’ve learnt your lesson, let all the mess go! Don’t dwell on it. That’s what Satan wants. Don’t give in to him. Don’t let him pollute your mind.",261,Twitter for Android
61,muftimenk,1443818158960304132,2021-10-01 06:00:48+00:00,"Almighty. Keep our hearts firm &amp; make us steadfast in our prayers &amp; acts of worship done solely for You. Grant us humility and a soft heart, never showing off or feeling that we’re more pious than the next person. Protect us from being arrogant &amp; may we never judge others. Ameen.",292,Twitter for Android
62,muftimenk,1443611664964890637,2021-09-30 16:20:16+00:00,The end of something is often the beginning of something new. Don’t mope over what’s done. We usually get so caught up with things that we can’t see the light of day! Life is a process. Trust the journey because the Lord of the Worlds is the Best Planner. He’s in full control.,277,Twitter for Android
63,muftimenk,1443250312521863174,2021-09-29 16:24:23+00:00,"Always be prepared to lend people a helping hand in their time of need. It’s so much better than a thousand hands clapping for someone’s success. When you help alleviate another person’s problems, the Almighty will surely do the same for you in this world and the Hereafter.",274,Twitter for Android
64,muftimenk,1443090545325318149,2021-09-29 05:49:31+00:00,"Make it a habit to do good, no matter what’s going on in your life. When you sow good seeds, you will reap and enjoy a good harvest later on. So don’t entertain any negativity and friends who try to talk you out of doing good. Keep selfishness at bay.",251,Twitter for Android
65,muftimenk,1442959590375575552,2021-09-28 21:09:09+00:00,"The world is in a sad state. People have become callous &amp; hearts hardened. They’re more argumentative &amp; often on edge. Swear words are the norm &amp; good speech considered boring. Mental health, depression, anxiety have become buzz words. We desperately need compassion &amp; empathy.",293,Twitter for Android
66,muftimenk,1442784636296384515,2021-09-28 09:33:57+00:00,"Never be ashamed of the scars as a result of your journey. It’s testimony that you’ve conquered the pain, learnt your lesson and emerged stronger for it. Don’t allow your scars to hold you hostage. See them in a positive light. See them as a sign of strength to do even better.",277,Twitter for Android
67,muftimenk,1442519221326520321,2021-09-27 15:59:17+00:00,Be wary of those who are keen to see you fail. They will tell you to not bother doing certain things because you aren’t good enough. Ignore them. The Almighty has fully equipped you and empowered you to overcome whatever needs to be done. Don’t let such comments set you back.,276,Twitter for Android
68,muftimenk,1442370865073639425,2021-09-27 06:09:46+00:00,"The Almighty has created  you for a purpose not for popularity. You’re not everyone’s cup of tea and that’s okay. Not everyone will like you and that’s okay too. Strive to please your Creator, not the creation. You’ll never be good enough for people. That’s the nature of life.",277,Twitter for Android
69,muftimenk,1442229973939589122,2021-09-26 20:49:55+00:00,"Let go of the disappointments, let go of what didn’t work out, let go of negativity, let go of yesterday’s baggage, let go of the hurt because of what someone said to you. Get your mind going in the right direction. Seek guidance from the Almighty. Let peace reign in your heart.",279,Twitter for Android
70,muftimenk,1442005590478258185,2021-09-26 05:58:18+00:00,It’s the Almighty’s plan that you’ve made it this far. Many things could’ve halted your progress but you’ve moved past them with grit. Many times you were tempted to give up but you’ve managed to find light where it was dim. You are exactly where you need to be. Trust Him.,273,Twitter for Android
71,muftimenk,1441880570003394561,2021-09-25 21:41:31+00:00,"Never doubt that the Almighty is always with you. Ask Him for guidance to solve your greatest problems, peace to go through your greatest storms, patience to wait on the answers to your heartfelt prayers and firm faith in the midst of your most challenging tests and situations.",278,Twitter for Android
72,muftimenk,1441698197563445251,2021-09-25 09:36:50+00:00,Sometimes what didn’t work out for you was indeed the best thing that happened to you. But you couldn’t see it then because you were lamenting the loss. You have to trust the Almighty in your journey. He will always map out the best plan for you. Trust the process.,265,Twitter for Android
73,muftimenk,1441354091850973191,2021-09-24 10:49:29+00:00,"If and when you’re tempted to speak about someone else’s fault, speak of yours first. Often it’s far easier to fix other people’s problems than focusing on your own. Whatever fault you’ve identified in a person, probably goes to show that the fault is also there in yourself.",275,Twitter for Android
74,muftimenk,1441275090457399298,2021-09-24 05:35:33+00:00,"Almighty. Make sinning difficult for us. When we’re tempted to sin, let us remember that You’re watching &amp; that the Angels are recording all that we do. Give us the strength to exercise self-control &amp; to stay away from things which displease You. Keep our hearts attached to You.",287,Twitter for Android
75,muftimenk,1441111001424748546,2021-09-23 18:43:31+00:00,"What is this life but a journey. You’ll see people come &amp; go. Some will be gems, others will disappoint you. Promises will be made &amp; broken. Dreams turn into nightmares. Whatever happens, take it in your stride, knowing the Almighty planned it &amp; will see you through it.",282,Twitter for Android
76,muftimenk,1440900762251452419,2021-09-23 04:48:07+00:00,"Do good, no matter how small the deed. The Almighty never forgets the good you’ve done. He’s aware what you did for others, the hardship you experienced, the pain you relieved them from. Nothing escapes Him. So even if you don’t receive good in return, don’t fret. He knows.",274,Twitter for Android
77,muftimenk,1440787519151374338,2021-09-22 21:18:07+00:00,Don’t you dare give up on the Almighty. Never quit on what He is leading you to do. Even if it gets hard. Even if it doesn’t make sense. Your job is to stay rooted to your faith and trust Him. He will always find a way for you and the results will be apparent. Be patient.,272,Twitter for Android
78,muftimenk,1440569692003848195,2021-09-22 06:52:33+00:00,"Never think that the Almighty is your last hope! He’s not! He’s your ONLY hope. Unfortunately, we put more trust in the creation rather than the Creator! He’s the only One who can do for us what no man could ever do! So turn to Him and only Him!",245,Twitter for Android
79,muftimenk,1440430800919433217,2021-09-21 21:40:39+00:00,"The world is one big distraction. Ask the Almighty to keep us away from things which make us lose focus. Have the courage to say no. No more living to please people. Don’t worry about what others think, no more fighting battles that don’t matter. Time to get back on track.",273,Twitter for Android
80,muftimenk,1440178266732515332,2021-09-21 04:57:10+00:00,"Whatever you’re going through in life, pray. When you think you’re done, pray again. When the world is asleep, pray. Remember, prayer not only changes things, it changes people’s hearts and that in turn can change your circumstances. So pray for it, then prepare for it.",270,Twitter for Android
81,muftimenk,1440068712715874305,2021-09-20 21:41:50+00:00,"Always ask the Almighty to enable our eyes to see the good, the positive and the blessings He has bestowed on us. May He lift our eyes from what is lacking in our lives to the uncountable blessings that surround us. May He humble us and make us among the grateful!",264,Twitter for Android
82,muftimenk,1439981337826443266,2021-09-20 15:54:39+00:00,"Remember, it’s not always just about you. Often, there are other people involved and your actions do affect them. So be careful what you say and do. Think of the implications and ramifications. Don’t just shoot from the hip! Be considerate.",240,Twitter for Android
83,muftimenk,1439719074251087879,2021-09-19 22:32:30+00:00,"Don’t fall for Satan’s tricks. If can’t trap you into sinning, he keeps you busy with trivial acts which have no benefit. Instead of using your time wisely, fulfilling priorities towards the Almighty &amp; reaching your goal, Satan occupies you with useless actions. Stay vigilant.",281,Twitter for Android
84,muftimenk,1439439088562712577,2021-09-19 03:59:56+00:00,"You won’t be able to find answers to everything. Some questions don’t need answers &amp; they’re better off that way. You just need a firm heart, full of trust that it will turn out fine. A heart full of love &amp; peace. You’ll be amazed at how much more you get out of the unspoken.",284,Twitter for Android
85,muftimenk,1439299341072670724,2021-09-18 18:44:38+00:00,Find peace in whatever situation we’re facing right now. Constantly remind ourselves that things will never be perfect but we have a perfect Creator who will grant us peace way beyond our understanding. Trust His Divine Wisdom to restore order and balance to our lives.,269,Twitter for Android
86,muftimenk,1438994369982472196,2021-09-17 22:32:47+00:00,"Remember, charity begins at home. So don’t make your friends more important than your family. Some people are so good to those outside their homes but treat their family members badly; with abusive talk and action. If that’s the case, you’ve lost credibility with the Almighty.",277,Twitter for Android
87,muftimenk,1438887213887070208,2021-09-17 15:26:59+00:00,"The good and bad, happy and sad - these things will happen in your life. Try not to be upset, learn to take things in your stride. It’s all part of the Almighty’s Plan. So accept His Decree &amp; face everything with full confidence, knowing that He’s watching over you.",270,Twitter for Android
88,muftimenk,1438718068197371906,2021-09-17 04:14:52+00:00,"Almighty. You are indeed the Best Planner. We thank You for giving us the strength when we felt like giving up. We’ve learnt not to panic  because we know You’re with us. Keep our hearts firm in faith, come what may. We fully trust everything that You have planned for us. Aameen",279,Twitter for Android
89,muftimenk,1438543480888958976,2021-09-16 16:41:07+00:00,Two wrongs don’t make a right. Hurting back the people who hurt you makes you just like them. Be careful. Learn to rise above it all. Don’t stoop down to their level. It’s not worth it. Besides that’s not who you are. Keep your character intact. Take the high road instead.,273,Twitter for Android
90,muftimenk,1438364938297348097,2021-09-16 04:51:39+00:00,"The choice is yours to focus on your blessings or your problems. Whichever you choose will either bring about contentment or worry &amp; stress in your life. The more you focus on your blessings, the more the Almighty will bestow upon you. He loves a grateful heart. So choose wisely.",284,Twitter for Android
91,muftimenk,1438269171213742084,2021-09-15 22:31:06+00:00,"We have no qualms about spending hours on social media, yet when it comes to time with the Almighty, we’re stingy. We forget that He’s the Owner of time &amp; it’s one of His most dignified favours. If He doesn’t will it, nothing can be done. So use time wisely before it’s too late.",283,Twitter for Android
92,muftimenk,1437906009180225540,2021-09-14 22:28:02+00:00,"The Almighty cares about you more than you can ever imagine. But you need to surrender to Him. He will work things out for your good. He is the Owner of everything you need. Your peace, your joy, your success, your happiness, it all lies with Him and Him alone. Connect with Him!",279,Twitter for Android
93,muftimenk,1437692726116556801,2021-09-14 08:20:31+00:00,"Hold tight to your faith. No matter what lies ahead, remember, the Almighty is already there, ahead of you. He already knows what’s going on while you’re still trying to figure it out. He has solutions to all your problems; financial, personal, marital, family, etc. Turn to Him.",279,Twitter for Android
94,muftimenk,1437551306596622336,2021-09-13 22:58:34+00:00,Don’t become unkind as a result of what others may have done to you. Don’t let their actions turn you cold on the inside. Seek comfort and solace in the Almighty. He is the Healer of broken hearts. Learn from the experience but don’t become bitter.,248,Twitter for Android
95,muftimenk,1437383451062190085,2021-09-13 11:51:34+00:00,"Before speaking ill of someone, ask yourself; if present, would the person you’re speaking about become unhappy with what you’re saying? If so, then consider staying quiet. It is better to communicate directly with the person than to speak about him behind his  back.",267,Twitter for Android
96,muftimenk,1437127488694624258,2021-09-12 18:54:28+00:00,"Secure people are not affected when others do better and shine! In fact, they celebrate and support such achievements instead of saying nasty things or being a dampener. Remember, level up in life not by pushing others down but by pulling yourself up.",251,Twitter for Android
97,muftimenk,1436836134756229121,2021-09-11 23:36:44+00:00,"With the Almighty, the impossible is possible. So keep supplicating because He will make sure that when the doors open, you’re certainly prepared to go through it. He knows when you’re ready; He will give it at the precise time. So don’t fret. Just keep asking!",261,Twitter for Android
98,muftimenk,1436587327506329604,2021-09-11 07:08:04+00:00,"Learn to disregard what others say about you. No matter how hard they try to twist the truth, the Almighty knows what’s in your heart. He knows your intent. He knows what the outcome will be. So don’t fret and let people have their say. In the end, only He truly matters.",271,Twitter for Android
99,muftimenk,1436456051524739076,2021-09-10 22:26:25+00:00,"Whatever you’re going through right now, remember, the darkest nights produce the brightest stars. The Almighty’s favour and blessings will be upon you soon. You will be rewarded for your beautiful patience. Hang on tight. Don’t you dare give up.",246,Twitter for Android
100,muftimenk,1436215998147878914,2021-09-10 06:32:32+00:00,Almighty. We ask You to grant us what we have been praying for. May You grant cure to all those who are sick; heal them and ease their suffering. May every tear that has fallen down our cheek because of worldly disappointments be equivalent to the best rewards in Your Paradise.,278,Twitter for Android
101,muftimenk,1436029217582559234,2021-09-09 18:10:20+00:00,"Appreciate those who do their best to forget about what they’re going through, the troubles in life &amp; put on a smile for the world to see. Appreciate how strong such people are for being able to stay positive in spite of everything! So always be kind to those who cross your path.",284,Twitter for Android
102,muftimenk,1435920228370763780,2021-09-09 10:57:15+00:00,"There are those who will try their best to bring you down. When they don’t succeed, they will try and dig up your past to use against you. Remember, never be a prisoner to your past. You’ve learnt your lesson and you’ve moved on. You don’t need their approval for anything.",273,Twitter for Android
103,muftimenk,1435589303497859083,2021-09-08 13:02:16+00:00,"Be wary of those who talk too much. They say a lot but there’s little value attached to what they’re saying. It’s all rumour, gossip and hearsay and they thrive on it. If you’re in the company of such people, pay attention to the content; what are they really saying?",267,Twitter for Android
104,muftimenk,1435313697770156034,2021-09-07 18:47:07+00:00,Don’t feel guilty if you find that you’ve outgrown certain people. It happens. Not everyone will always be on the same level as you. Your job is to recognize that and to keep moving in line with what the Almighty has charted for you. Stay on course and you’ll get there!,270,Twitter for Android
105,muftimenk,1435152999786102786,2021-09-07 08:08:33+00:00,"Don’t keep focusing on the hurt and the people who hurt you. It will only depress you. Instead, focus on the Almighty’s purpose for your life, which is greater than any problem or pain you might be facing. Let go of the hurt. Don’t let it control you. Let Him heal you!",269,Twitter for Android
106,muftimenk,1434982218649284611,2021-09-06 20:49:56+00:00,"Beware of those who dilute their faith just to appease the masses. They may think they’re getting away with it but remember, the Almighty is All-Knowing. There’s no such thing as going with the flow in matters of belief. Be firm in faith. There’s no sitting on the fence.",271,Twitter for Android
